Date,Open,High,Low,Close,Adj Close,Volume
2021-12-13,142.199997,144.449997,141.899994,142.649994,142.649994,20318225
2021-12-14,144.699997,144.949997,140.0,140.649994,140.649994,19474412
2021-12-15,140.5,142.0,140.0,140.600006,140.600006,12791660
2021-12-16,141.899994,142.850006,137.399994,138.399994,138.399994,17182101
2021-12-17,138.949997,141.0,132.350006,135.350006,135.350006,95386202
2021-12-20,135.300003,135.75,124.599998,126.550003,126.550003,36064413
2021-12-21,128.850006,132.850006,128.600006,131.600006,131.600006,20442777
2021-12-22,133.050003,139.75,133.0,138.649994,138.649994,19425711
2021-12-23,140.050003,140.75,132.100006,133.0,133.0,21934786
2021-12-24,134.5,134.5,129.600006,131.449997,131.449997,17625584
2021-12-27,131.350006,133.850006,128.0,132.75,132.75,13934154
2021-12-28,133.699997,134.0,131.649994,132.850006,132.850006,11170275
2021-12-29,132.699997,137.699997,131.550003,137.100006,137.100006,18914246
2021-12-30,137.050003,137.050003,133.300003,133.949997,133.949997,8369208
2021-12-31,133.850006,138.399994,133.399994,137.399994,137.399994,11452243
2022-01-03,139.699997,142.449997,138.300003,141.350006,141.350006,22518241
2022-01-04,141.350006,141.550003,137.600006,138.350006,138.350006,10705792
2022-01-05,137.899994,137.899994,133.300003,133.949997,133.949997,15874857
2022-01-06,133.0,133.149994,129.600006,130.0,130.0,23780419
2022-01-07,130.0,131.449997,129.0,129.25,129.25,22846951
2022-01-10,130.5,130.899994,129.399994,130.199997,130.199997,11389370
2022-01-11,131.0,132.5,130.0,131.300003,131.300003,15396652
2022-01-12,132.100006,132.899994,131.600006,132.25,132.25,8004430
2022-01-13,132.5,133.449997,132.350006,133.100006,133.100006,6535224
2022-01-14,133.100006,134.449997,132.050003,133.600006,133.600006,9443928
2022-01-17,133.600006,134.5,133.0,134.0,134.0,7515979
2022-01-18,134.5,134.600006,132.800003,133.050003,133.050003,9428096
2022-01-19,131.699997,132.399994,128.25,129.199997,129.199997,27812341
2022-01-20,127.949997,130.699997,125.0,125.199997,125.199997,23290545
2022-01-21,125.150002,125.150002,112.550003,113.650002,113.650002,59805922
2022-01-24,114.0,114.199997,90.949997,91.349998,91.349998,167044739
2022-01-25,90.949997,100.449997,84.150002,100.449997,100.449997,138336211
2022-01-27,98.0,98.0,90.449997,90.5,90.5,106488772
2022-01-31,91.349998,92.5,89.650002,90.400002,90.400002,20203799
2022-02-01,91.75,95.800003,91.050003,94.550003,94.550003,32606751
2022-02-02,95.75,99.75,94.800003,98.900002,98.900002,18674088
2022-02-03,98.5,98.5,96.099998,97.099998,97.099998,9769090
2022-02-04,97.199997,97.849998,93.599998,94.199997,94.199997,15354384
2022-02-07,95.099998,95.5,93.349998,93.550003,93.550003,10900141
2022-02-08,94.349998,94.650002,91.25,93.550003,93.550003,9026735
2022-02-09,94.5,95.449997,93.599998,94.199997,94.199997,7876462
2022-02-10,94.900002,95.400002,93.0,94.449997,94.449997,13257124
2023-08-04,89.0,98.400002,88.400002,95.400002,95.400002,405751648
2023-08-07,97.400002,102.849998,96.349998,97.599998,97.599998,249331637
2023-08-08,98.349998,100.300003,92.699997,93.449997,93.449997,160236123
2023-08-09,93.900002,94.849998,91.599998,94.099998,94.099998,109240947
2023-08-10,94.099998,96.150002,93.25,94.25,94.25,87598556
2023-08-11,94.599998,95.199997,93.050003,93.449997,93.449997,38156809
2023-08-14,93.400002,93.400002,91.349998,92.75,92.75,46668447
2023-08-16,92.449997,95.599998,91.5,91.900002,91.900002,76333138
2023-08-17,92.300003,93.25,90.5,91.150002,91.150002,45657095
2023-08-21,90.5,90.5,88.300003,89.75,89.75,36755760
2023-08-22,90.300003,94.300003,90.099998,91.900002,91.900002,104409241
2023-08-23,92.949997,95.0,92.050003,94.300003,94.300003,64768237
2023-08-24,95.75,95.75,93.199997,93.800003,93.800003,47597101
2023-08-25,93.349998,93.349998,90.050003,91.0,91.0,65076321
2023-08-28,96.0,96.099998,91.75,92.349998,92.349998,141118441
2023-08-29,92.75,95.0,92.599998,94.699997,94.699997,86708316
2023-08-30,99.5,100.5,97.199997,99.800003,99.800003,250111714
2023-08-31,100.050003,100.800003,96.699997,97.599998,97.599998,113063640
2023-09-01,98.300003,98.349998,96.849998,97.199997,97.199997,47561928
2023-09-04,97.5,98.599998,97.300003,98.050003,98.050003,37447917
2023-09-05,98.150002,99.300003,97.050003,98.199997,98.199997,51133944
2023-09-06,98.400002,98.849998,97.650002,98.199997,98.199997,28329667
2023-09-07,98.650002,101.599998,98.199997,100.050003,100.050003,111222776
2023-09-08,100.75,101.099998,99.0,99.599998,99.599998,63482366
2023-09-11,100.0,102.550003,99.199997,101.349998,101.349998,83850675
2023-09-12,102.400002,102.5,96.5,98.75,98.75,90911794
2023-09-13,98.75,100.75,97.0,97.900002,97.900002,71661116
2023-09-14,98.650002,100.099998,98.199997,99.449997,99.449997,45226055
2023-09-15,100.5,104.449997,100.349998,102.949997,102.949997,148853172
2023-09-18,103.599998,105.0,101.650002,102.150002,102.150002,69476642
2023-09-20,101.300003,104.900002,99.300003,100.0,100.0,104115507
2023-09-21,100.0,100.949997,98.25,99.150002,99.150002,40591612
2023-09-22,99.5,101.400002,98.699997,99.900002,99.900002,39492725
2023-09-25,100.300003,100.5,97.75,98.449997,98.449997,34410972
2023-09-26,98.599998,100.400002,97.900002,99.900002,99.900002,36822528
2023-09-27,99.900002,101.199997,98.5,100.099998,100.099998,34894254
2023-09-28,100.349998,100.599998,99.300003,99.949997,99.949997,25885383
2023-09-29,100.050003,102.75,99.599998,101.5,101.5,49524816
2023-10-03,101.0,105.900002,100.0,105.300003,105.300003,82983688
2023-10-04,104.400002,104.400002,100.349998,100.75,100.75,68727969
2023-10-05,102.599998,107.699997,102.349998,105.400002,105.400002,140096809
2023-10-06,106.400002,107.199997,104.0,104.449997,104.449997,65041435
2023-10-09,103.800003,105.25,101.0,103.900002,103.900002,53811658
2023-10-10,104.900002,107.949997,104.650002,106.050003,106.050003,67712329
2023-10-11,106.800003,109.800003,106.550003,109.0,109.0,93838782
2023-10-12,110.199997,113.25,109.5,109.849998,109.849998,117710894
2023-10-13,109.849998,111.800003,109.099998,111.0,111.0,55786063
2023-10-16,111.900002,112.75,110.849998,111.5,111.5,47455521
2023-10-17,112.5,114.199997,111.5,113.849998,113.849998,55351894
2023-10-18,114.5,115.099998,109.5,113.199997,113.199997,100553806
2023-10-19,112.0,113.150002,110.650002,111.650002,111.650002,43517012
2023-10-20,114.0,114.5,112.150002,113.349998,113.349998,64427436
2023-10-23,113.800003,113.900002,106.800003,108.900002,108.900002,70944550
2023-10-25,105.650002,109.5,105.550003,108.25,108.25,59685089
2023-10-26,107.5,108.0,101.25,106.449997,106.449997,108605538
2023-10-27,107.349998,109.25,105.050003,105.650002,105.650002,43738547
2023-10-30,106.199997,108.599998,105.699997,107.699997,107.699997,48282252
2023-10-31,107.849998,108.150002,104.25,105.099998,105.099998,49382539
2023-11-01,105.599998,107.150002,103.25,103.699997,103.699997,47911258
2023-11-02,105.0,108.0,104.900002,107.550003,107.550003,47086204
2023-11-03,108.800003,119.900002,108.699997,116.5,116.5,238833377
2023-11-06,119.599998,123.900002,118.25,123.300003,123.300003,186288904
2023-11-07,123.550003,126.349998,120.5,121.300003,121.300003,120886007
2023-11-08,122.0,125.699997,121.300003,125.150002,125.150002,75041688
2023-11-09,125.25,125.550003,121.349998,121.849998,121.849998,50307832
2023-11-10,122.0,123.300003,120.699997,121.300003,121.300003,43388163
2023-11-13,122.650002,123.099998,121.5,122.199997,122.199997,28348143
2023-11-15,123.300003,125.199997,119.75,120.25,120.25,60088818
2023-11-16,120.900002,122.550003,120.699997,121.849998,121.849998,36895083
2023-11-17,122.0,125.0,121.5,122.199997,122.199997,43882213
2023-11-20,122.849998,123.400002,117.349998,118.150002,118.150002,52784478
2023-11-21,118.550003,119.0,116.050003,116.5,116.5,45193553
2023-11-22,116.0,117.800003,114.349998,115.300003,115.300003,52799865
2023-11-23,113.599998,115.75,112.5,112.949997,112.949997,56329090
2023-11-24,114.150002,116.0,112.900002,113.25,113.25,49980086
2023-11-28,114.900002,116.900002,113.5,113.800003,113.800003,61963724
2023-11-29,117.0,119.199997,114.0,116.599998,116.599998,115274058
2023-11-30,118.800003,120.699997,116.150002,118.550003,118.550003,225208168
2023-12-01,118.0,118.349998,115.099998,116.300003,116.300003,57261076
2023-12-04,118.75,119.0,116.25,117.400002,117.400002,66057180
2023-12-05,117.900002,118.25,116.25,116.75,116.75,57483305
2023-12-06,117.150002,119.699997,116.599998,118.900002,118.900002,48171753
2023-12-07,119.599998,122.199997,118.400002,121.699997,121.699997,52483562
2023-12-08,123.0,123.900002,119.300003,119.949997,119.949997,44213196
2023-12-11,119.949997,120.5,117.550003,118.449997,118.449997,32372287
2023-12-12,119.0,119.300003,114.150002,116.75,116.75,40800538
2023-12-13,116.900002,120.5,116.150002,120.0,120.0,48092329
2023-12-14,121.0,124.949997,120.5,124.150002,124.150002,74178495
2023-12-15,124.5,125.0,122.400002,123.599998,123.599998,39542770
2023-12-18,123.400002,129.199997,121.550003,128.550003,128.550003,89553155
2023-12-19,129.0,131.75,127.400002,130.25,130.25,64117314
2023-12-20,130.350006,131.0,123.150002,124.75,124.75,49006056
2023-12-21,122.150002,128.699997,120.199997,127.349998,127.349998,52326124
2023-12-22,130.550003,131.0,125.300003,128.5,128.5,63113800
2023-12-26,128.5,128.699997,124.300003,125.0,125.0,25499782
2023-12-27,125.699997,127.599998,125.550003,127.050003,127.050003,21757560
2023-12-28,124.900002,125.5,120.599998,123.199997,123.199997,72865479
2023-12-29,124.0,125.550003,123.25,123.699997,123.699997,27512604
2024-01-01,124.449997,125.599998,122.849998,124.5,124.5,24228685
2024-01-02,127.0,129.449997,125.5,128.699997,128.699997,69395959
2024-01-03,128.800003,130.25,127.099998,127.550003,127.550003,39101172
2024-01-04,128.399994,130.899994,126.449997,129.75,129.75,45285624
2024-01-05,130.899994,134.350006,128.949997,133.300003,133.300003,55608923
2024-01-08,133.649994,133.649994,130.0,132.850006,132.850006,38912423
2024-01-09,133.199997,135.0,132.600006,134.300003,134.300003,33803263
2024-01-10,134.25,136.149994,132.25,134.649994,134.649994,29917881
2024-01-11,135.300003,139.0,135.050003,138.350006,138.350006,41809415
2024-01-12,140.0,141.5,136.800003,139.550003,139.550003,45508277
2024-01-15,139.550003,139.550003,139.550003,139.550003,139.550003,0
2024-01-16,135.0,135.300003,131.0,133.550003,133.550003,47043428
2024-01-17,132.399994,132.399994,126.75,127.400002,127.400002,76780526
2024-01-18,128.050003,129.800003,121.599998,129.449997,129.449997,111946831
2024-01-19,130.5,135.5,128.0,135.050003,135.050003,81155018
2024-01-22,135.050003,135.050003,135.050003,135.050003,135.050003,0
2024-01-23,136.300003,137.300003,127.0,130.100006,130.100006,72520625
2024-01-24,131.449997,136.899994,129.800003,136.199997,136.199997,54612769
2024-01-25,135.899994,138.199997,132.800003,136.149994,136.149994,60682540
2024-01-29,136.899994,137.699997,132.350006,135.550003,135.550003,55871017
2024-01-30,135.850006,138.800003,134.649994,137.199997,137.199997,57612020
2024-01-31,140.0,142.0,138.0,139.550003,139.550003,89833027
2024-02-01,141.0,143.5,138.550003,140.550003,140.550003,70252449
2024-02-02,141.800003,145.0,141.449997,143.800003,143.800003,78666454
2024-02-05,145.0,145.399994,138.25,140.25,140.25,54189688
2024-02-06,140.399994,141.800003,138.050003,139.949997,139.949997,46782951
2024-02-07,141.0,142.899994,139.649994,140.399994,140.399994,75083259
